file,BLEU,ROUGE_L,ChrF,CodeBLEU,Levenshtein,CodeBERTScore,EmbeddingCosine,CloneJaccard
1.cc,64.16192045002688,74.55919395465995,77.46076740755792,81.90164042344004,538,93.62325668334961,0.9958988428115845,61.76470588235294
10.cc,37.615264001289745,34.06940063091483,60.16490655914248,73.77769744759777,3516,91.84370636940002,0.9964652061462402,33.33333333333333
100.cc,12.480518954679338,26.62721893491124,29.965623656050727,37.96539568480113,18309,91.21302962303162,0.9972424507141113,24.421052631578945
101.cc,40.75671928188801,34.435962680237495,57.20238566820123,75.1282335085441,3954,86.92866563796997,0.9914994835853577,33.44827586206897
102.cc,25.713486947558973,21.88782489740082,43.46364274010639,55.49623877121095,5090,90.84609746932983,0.994108259677887,22.3463687150838
103.cc,32.15884154292432,32.38770685579196,53.53191655130871,60.60335476894464,3105,89.1810953617096,0.9951456785202026,36.36363636363637
104.cc,38.93792180565659,33.365477338476374,56.439757993018006,64.45750179242113,2842,91.04508757591248,0.9974926710128784,38.23529411764706
105.cc,31.341113392060095,31.845841784989858,62.68558485435799,78.83496171591912,3969,90.40181040763855,0.9937247037887573,35.826771653543304
106.cc,31.715247235372424,33.40380549682875,61.827787982050054,78.11250919193978,4543,89.17608857154846,0.993786096572876,37.77777777777778
107.cc,29.649319615427913,30.62302006335797,59.03495974732724,76.5168368898283,3635,90.60843586921692,0.9957993030548096,34.46808510638298
108.cc,22.11120740573403,20.34739454094293,53.63167100088019,73.27151138213206,4669,86.91970705986023,0.9960893392562866,27.586206896551722
109.cc,32.61246470498363,30.246913580246915,52.52857001548357,70.35154904305348,4973,85.16116142272949,0.9804102778434753,26.68918918918919
11.cc,54.77651352410457,50.68702290076336,67.91522527810655,82.28087603696281,1982,92.45400428771973,0.9982404708862305,50.306748466257666
110.cc,26.969952194499154,24.611032531824613,50.10070419156347,73.60076865553496,2761,89.77816104888916,0.9945100545883179,31.53153153153153
111.cc,32.668653536816386,31.25,50.347049817834765,72.15605624698458,3278,89.17631506919861,0.9935740232467651,27.530364372469634
112.cc,39.10853436838389,31.72323759791123,54.594786189559144,70.6036055158238,5027,88.83195519447327,0.9959736466407776,32.94117647058823
113.cc,23.539519969348454,23.131672597864767,43.25874846653569,73.29794053115617,1733,90.16850590705872,0.99690181016922,18.627450980392158
114.cc,33.86035467960948,31.65938864628821,57.257350305147206,75.11781275943784,3215,90.941321849823,0.9951512217521667,34.05797101449276
115.cc,44.6969310962623,48.401826484018265,73.07315661364868,82.69096090657389,3386,93.43452453613281,0.9983812570571899,48.854961832061065
116.cc,51.6117516028951,48.48993288590604,69.6809144266739,79.18464553788253,3166,94.54843401908875,0.9981045126914978,36.78929765886287
117.cc,49.54077486456953,46.28482972136223,69.56823969575383,76.39092627711365,3936,93.47466826438904,0.9975904822349548,37.69968051118211
118.cc,42.53614163242505,39.71631205673759,55.41245765511634,63.47679267409959,4423,94.77317929267883,0.9973604679107666,40.98939929328622
119.cc,37.763124619679914,38.564391273750886,50.21004126591995,48.111846533927526,5088,95.57313919067383,0.9983206987380981,43.42105263157895
12.cc,22.834815912991576,30.314960629921256,55.90016732518279,76.0764760700188,4974,90.13862013816833,0.9937331676483154,32.93650793650794
120.cc,47.10903717391029,37.80778395552025,65.86137011008375,74.9995802989749,4140,92.94325113296509,0.9978882074356079,42.34527687296417
121.cc,35.05871664830717,28.89026658400496,59.402447049798326,75.28596812505313,5890,92.16848611831665,0.9954269528388977,34.87738419618528
122.cc,42.62656298365735,57.04225352112676,62.224266333155576,69.07900896609914,1240,93.79380345344543,0.9978556036949158,48.201438848920866
123.cc,46.96852197920457,53.47467608951708,60.425033703482136,74.72015932449615,1718,93.76834630966187,0.997771680355072,45.81005586592179
124.cc,28.156793113461664,35.645933014354064,63.15608047443765,79.2162026176305,2688,92.73356795310974,0.9968852996826172,36.11111111111111
125.cc,36.98818120236909,38.94582723279649,54.83557525814844,73.12824882358471,2096,92.55155324935913,0.9968027472496033,32.57142857142858
126.cc,37.18307622398126,40.32753326509724,70.15460542051318,83.6689031285482,2964,94.38437819480896,0.9986906051635742,40.27777777777778
127.cc,51.00558961120444,46.32911392405063,63.98571133833871,83.26112947229151,1799,95.11614441871643,0.9985026121139526,37.01657458563536
128.cc,47.32909597526605,54.60992907801418,73.13180147840377,85.71099610666784,1909,95.90681195259094,0.9966712594032288,44.19889502762431
129.cc,17.659405321765885,19.311064718162836,57.32810155667581,78.22797344907796,9478,95.15186548233032,0.997843325138092,26.595744680851062
13.cc,20.564178300014387,18.253968253968257,46.87229297033891,64.18696683313748,13970,84.69308018684387,0.9847030639648438,27.64900662251656
130.cc,35.905392868594916,41.9026047565119,67.08831601922658,81.53457935849285,3135,95.02980709075928,0.9983184337615967,36.15023474178404
131.cc,41.935392205804376,47.24832214765101,58.72818377369203,73.9995178267306,1706,95.61137557029724,0.9989292621612549,35.294117647058826
132.cc,26.224475070335796,34.68834688346883,63.01285584285819,82.83351386230473,4330,92.9878294467926,0.9976444840431213,35.6
133.cc,52.39219795881938,59.72006220839814,73.50151438190842,84.29308013853193,1308,94.0576434135437,0.9980342388153076,48.75
134.cc,31.328368763102038,29.435483870967744,57.14978130900384,75.00533573651482,3830,91.72970056533813,0.9949178099632263,30.46875
135.cc,38.053544117656195,48.00000000000001,71.17032146439085,83.49561496055526,2322,93.71296763420105,0.9991517663002014,42.62295081967213
136.cc,57.59025736515135,60.46511627906976,73.05533679943001,80.16095680195,1179,95.66293954849243,0.9980064630508423,60.8
