file,BLEU,ROUGE_L,ChrF,CodeBLEU,Levenshtein,CodeBERTScore,EmbeddingCosine,CloneJaccard
1.cc,67.8566039065254,77.27272727272727,79.20551719668416,84.51874925110097,492,95.30441761016846,0.9980619549751282,69.0721649484536
10.cc,33.555339444008055,35.69553805774278,57.366850396280235,64.834161588208,2461,91.28790497779846,0.99567711353302,34.45378151260504
100.cc,1.0067728032345626,17.450682852807283,23.515373666743077,25.0114937092419,19690,91.10822677612305,0.9952876567840576,16.397228637413395
101.cc,39.8311100238073,38.60640301318268,53.73388819260293,70.99906144555226,3683,86.53055429458618,0.9908480048179626,28.413284132841326
102.cc,15.378888507767561,26.192541196877713,38.48189730562997,39.49114959676173,5113,91.38979911804199,0.9933750033378601,20.930232558139537
103.cc,24.413684512571425,30.490956072351423,50.5594583078466,50.32020891694251,3279,88.53129148483276,0.9916661977767944,34.31372549019608
104.cc,25.394039985360607,34.82587064676616,47.02235827549765,45.43234967680171,2907,91.33220911026001,0.9964547753334045,30.09259259259259
105.cc,41.44567127155389,36.434108527131784,66.11562075905167,75.62222050892888,2578,91.40658974647522,0.9949133992195129,41.20603015075377
106.cc,29.10591378934411,25.995125913891147,52.58749871621451,69.44946132781942,4817,88.28012943267822,0.9954468607902527,34.112149532710276
107.cc,36.101774741937504,31.55339805825243,57.714449812309624,75.10645974815168,2788,90.55477976799011,0.99507075548172,38.70967741935484
108.cc,27.590561321246764,32.590529247910865,48.589748453844,54.84285043527676,2874,86.42271757125854,0.9916468262672424,27.450980392156865
109.cc,23.69207653244555,31.56801661474558,44.99981433404229,44.53101602442968,4006,84.82313752174377,0.978387713432312,27.27272727272727
11.cc,41.49591263331343,48.58156028368795,61.64916543427351,67.48770600979842,1611,90.60205221176147,0.9957558512687683,43.90243902439025
110.cc,34.59744085685804,34.843205574912886,50.82810417628946,68.88181586380145,2248,89.53015804290771,0.995152473449707,31.818181818181817
111.cc,20.60333684280332,30.11583011583012,43.67845674941929,49.592625414168104,3006,89.72132802009583,0.995171308517456,25.71428571428571
112.cc,19.850331471623733,25.545675020210183,45.11291057177208,45.38391155005429,5386,87.87651658058167,0.9925833940505981,27.2108843537415
113.cc,46.09281079990853,56.99745547073791,57.643916546149576,49.74967820330547,719,94.1000759601593,0.9970534443855286,37.735849056603776
114.cc,23.35464287942382,35.56231003039514,43.51357550071516,45.08312152981595,2704,91.85088276863098,0.9945065975189209,29.107981220657276
115.cc,42.89120884957512,42.54431699687174,63.1438994168778,75.85461940264639,3059,93.84564757347107,0.9973514676094055,38.07692307692307
116.cc,52.72505645247972,52.889324191968655,65.1365835355022,72.8712543277265,2618,95.13195753097534,0.9973183274269104,40.46692607003891
117.cc,54.513519204119305,54.256314312441546,65.94985419606087,73.95212327567879,2895,95.38840651512146,0.9970902800559998,40.07220216606498
118.cc,43.29533698349578,42.80701754385965,53.77920763533849,55.067914298924805,3914,93.87267231941223,0.9966818690299988,43.89312977099237
119.cc,33.61179797091657,44.51460142067877,47.598383017226325,43.314048838252525,4733,96.12835645675659,0.9958523511886597,42.700729927007295
12.cc,46.65225003703852,48.849557522123895,65.30061194092671,77.64207551123481,1541,92.96858310699463,0.997300386428833,43.292682926829265
120.cc,44.04091423592438,42.368177613321,58.16368002613538,59.89019830543392,3692,91.95785522460938,0.9973134398460388,41.221374045801525
121.cc,40.34433174536181,33.821376281112734,61.808829475824545,71.98099515758203,5153,95.76908349990845,0.999116063117981,31.715210355987054
122.cc,34.71624312723261,55.67765567765568,57.57220599256512,61.11581747275444,1419,91.99099540710449,0.99394690990448,45.80152671755725
123.cc,47.12056308620785,55.12978986402967,58.82502957887888,72.0240081364851,1874,92.5396203994751,0.9943676590919495,40.828402366863905
124.cc,49.37556566371358,48.117839607201304,65.71647853849302,80.7000164745607,1520,94.19608116149902,0.9972886443138123,43.38235294117647
125.cc,54.18760528497346,53.84615384615385,63.89552515357166,75.35685338989775,1508,94.46746110916138,0.998206615447998,44.8051948051948
126.cc,39.805619805280514,46.05433376455368,65.9115027556738,81.5286114642605,2304,94.20657753944397,0.9970138072967529,36.95652173913043
127.cc,49.34376298347387,52.589641434262944,64.77290968361787,82.40776215982861,2162,93.06278228759766,0.99439936876297,37.35632183908046
128.cc,62.75737635967849,62.46498599439777,74.21467107111911,86.5332399969009,1521,94.18624639511108,0.9964785575866699,41.61490683229814
129.cc,31.973961315363848,36.56276326874474,62.8933455556836,80.49270350144081,4480,94.78722810745239,0.997451901435852,32.55813953488372
