file,BLEU,ROUGE_L,ChrF,CodeBLEU,Levenshtein,CodeBERTScore,EmbeddingCosine,CloneJaccard
1.cc,67.15992248146051,78.06122448979592,78.9826106073307,83.7797290677811,479,95.05720138549805,0.9981161952018738,68.04123711340206
10.cc,35.64736395769785,39.180537772087064,57.92125867652468,66.33906781534367,2492,91.03935360908508,0.9951477646827698,32.6271186440678
100.cc,1.5876638155988239,19.35483870967742,23.083339918987352,27.04011707078488,19832,90.84333181381226,0.9957032203674316,18.867924528301888
101.cc,31.65791842894048,36.29191321499014,52.80807487431045,63.19675602451038,3480,86.65951490402222,0.9885658025741577,29.304029304029307
102.cc,19.881231852395658,21.46718146718147,40.38258697216893,47.49692022827281,5139,90.8174216747284,0.9936701059341431,22.115384615384613
103.cc,32.9444090506644,28.078250863060983,56.999652422514416,61.35190822848805,3339,89.65639472007751,0.9940146207809448,37.44292237442922
104.cc,35.09942771429631,33.58613217768147,51.96719296471939,60.44367644663681,3296,91.38241410255432,0.9944571256637573,25.757575757575758
105.cc,47.09926355101244,41.666666666666664,65.00697274219101,73.21950805972439,2107,91.37869477272034,0.9956483840942383,42.62295081967213
106.cc,35.13880074841965,32.79524214103653,56.55766478663303,72.24672492332775,4119,88.21113109588623,0.9926074743270874,36.11111111111111
107.cc,42.369004578568514,38.45050215208034,60.3220748817892,69.14744456108076,2318,89.95659351348877,0.9948577880859375,40.98360655737705
108.cc,26.003396262555693,30.083565459610035,48.40407780088317,52.31879374066091,2800,87.07841038703918,0.9938907623291016,26.794258373205743
109.cc,31.54164469209012,28.83333333333333,49.42924469567619,66.84238987241649,5016,82.61709213256836,0.9765169620513916,25.301204819277107
11.cc,48.29205726532629,49.58123953098827,65.83289816164917,74.17720415270344,1584,92.31677055358887,0.9959875345230103,47.928994082840234
110.cc,27.111900149654073,34.630350194552534,47.22947873398385,54.97269015169519,1984,89.7578477859497,0.9951740503311157,32.369942196531795
111.cc,32.040215398989595,28.696604600219054,50.27416453206875,69.13227479561174,3378,89.17948603630066,0.9930250644683838,26.83982683982684
112.cc,34.46106842846117,30.593280914939243,52.62715317022783,60.5222544043222,5155,88.18291425704956,0.9943903088569641,37.5
113.cc,65.46215781070984,63.235294117647065,66.72022199082542,80.23226577489527,645,96.14666104316711,0.9978703260421753,43.75
114.cc,29.39299285784255,34.48275862068965,46.00186480146108,55.165774967176496,2633,92.94283390045166,0.9961989521980286,25.76419213973799
115.cc,51.15180465612553,46.89966178128523,63.666833299766324,73.58456433137164,2671,92.81818866729736,0.9971786737442017,43.88185654008439
116.cc,55.78330764716726,54.26356589147288,67.20651690578485,75.8054006478942,2631,95.79182267189026,0.9970371127128601,42.30769230769231
117.cc,53.9206021801459,53.9622641509434,65.70071499679784,72.33023261418398,3044,95.66580057144165,0.9971558451652527,43.77358490566038
118.cc,37.76601401696411,47.20951509606587,50.64753822106026,48.10904066412375,3822,96.21680974960327,0.9971287250518799,44.31372549019608
119.cc,33.299363707207085,46.91753402722178,48.94513418880679,44.20304768787755,4602,96.37527465820312,0.9974719285964966,42.53731343283582
12.cc,48.01513829791855,46.7005076142132,65.3858637555232,78.23581786063856,1557,92.82968044281006,0.9965568780899048,45.08670520231214
120.cc,40.02531454891839,42.55725190839695,57.31008678100986,53.76986633909245,3628,92.31600761413574,0.9980531930923462,44.866920152091254
121.cc,44.00445974764315,36.99248120300752,60.483840458126615,71.10737675007131,4377,94.08164024353027,0.9987767934799194,34.70031545741325
122.cc,40.546953562360606,53.94045534150613,61.04956122273772,67.27180701906238,1420,92.96767115592957,0.9933097958564758,49.629629629629626
123.cc,46.629112375947244,44.812362030905085,63.06626239409942,77.34876470797192,2486,91.96485877037048,0.9972808361053467,39.15343915343915
124.cc,46.24545165250617,49.76816074188562,69.2683434952563,82.26228780995926,1610,93.51741671562195,0.9968734979629517,43.262411347517734
125.cc,51.541569510994115,51.76110260336907,69.12374240842361,82.37955389054137,1789,94.04496550559998,0.9978622198104858,46.15384615384615
126.cc,43.605978227107286,50.73529411764706,67.28561078328629,83.4696547550471,2348,94.53034996986389,0.9970464110374451,40.0
127.cc,45.20180289899528,51.97044334975368,67.45191414404042,82.61631606057419,2273,94.7210431098938,0.9952782392501831,37.634408602150536
128.cc,55.05063020749281,56.57894736842106,73.24191093790185,85.8381848257709,1912,94.93204951286316,0.9953073859214783,39.6551724137931
129.cc,41.49228199194552,39.1941391941392,64.65033358608551,80.8928384033616,3344,93.64737272262573,0.9949818849563599,38.24884792626728
13.cc,9.724458908941376,19.214703425229743,33.52825268215934,50.54891064879051,14389,84.21435356140137,0.9849995374679565,22.144112478031637
130.cc,52.916861583810466,52.23880597014926,73.04065091206373,83.21010496061545,1782,93.31879019737244,0.9969571828842163,44.44444444444444
131.cc,56.186251550119536,56.965944272445824,68.31080410528591,81.42714012897915,1607,94.06138062477112,0.9961830377578735,41.717791411042946
132.cc,50.08045721144284,49.90958408679928,62.01144249141115,77.52475301683593,1386,94.78651285171509,0.9958967566490173,34.810126582278485
133.cc,57.94155505049612,63.72360844529751,70.73578969146101,79.60731058609996,999,94.45200562477112,0.9951054453849792,44.285714285714285
134.cc,33.443195395853714,31.693989071038253,57.25613829815106,75.28723772585309,3818,91.13568067550659,0.9950549602508545,29.118773946360154
135.cc,56.33379007156769,61.18721461187214,70.75857427226966,76.38873535140218,994,94.05795335769653,0.9943456053733826,47.65625
