file,BLEU,ROUGE_L,ChrF,CodeBLEU,Levenshtein,CodeBERTScore,EmbeddingCosine,CloneJaccard
1.cc,47.27816037006491,61.42034548944337,74.98727264524189,74.36162953055656,1028.0,94.14691925048828,0.9960863590240479,55.72519083969466
10.cc,27.283334714793764,24.504249291784703,57.98507273553587,74.90819094988576,5428.0,90.85316061973572,0.9966970086097717,29.207920792079207
100.cc,11.568054475222189,25.24213075060533,31.50735008609037,36.9821496583045,18456.0,90.52209854125977,0.9970315098762512,26.906779661016948
101.cc,39.38671795931588,29.272151898734183,55.54455008592933,75.61851514779306,4193.0,87.12952733039856,0.9939211010932922,29.906542056074763
102.cc,19.54920628789378,15.433403805496829,42.65388402230639,58.7525204646154,7562.0,88.66561651229858,0.9907468557357788,20.229885057471265
103.cc,31.221466382961808,28.12785388127854,55.663078490423956,52.921695631795984,3750.0,89.35708403587341,0.9962237477302551,28.753993610223645
104.cc,32.568270719594466,29.445506692160606,54.91352001157628,55.34240378442619,3010.0,91.46164655685425,0.9964661598205566,32.68482490272373
105.cc,40.216030623562396,35.187287173666284,64.30251678895283,66.06077907816179,2758.0,90.76451659202576,0.997469425201416,34.12698412698413
106.cc,34.770499286360526,33.33333333333333,58.158659628432176,65.71758618034642,3594.0,88.56107592582703,0.9950879812240601,42.48927038626609
107.cc,32.688153114365434,31.453362255965295,61.31473930510069,62.18856734204245,3063.0,90.35388231277466,0.9963858723640442,37.86008230452675
108.cc,21.055121870808527,19.4040194040194,53.810326636396255,74.32261415142278,6358.0,88.66288661956787,0.9956478476524353,27.548209366391184
109.cc,35.24747209856392,31.673469387755105,50.765529730485746,54.80835828142244,4078.0,84.80387926101685,0.9791896939277649,31.818181818181817
11.cc,43.56923176881225,45.9412780656304,65.95853892430212,72.18371878819917,1637.0,92.21169352531433,0.9973269104957581,46.15384615384615
110.cc,28.088482531830262,31.45299145299146,51.875333187641836,51.81741401272425,2056.0,90.65009951591492,0.9960427284240723,33.160621761658035
111.cc,35.095963421197624,30.48780487804878,54.68602985767128,68.96448983986677,4015.0,88.93911838531494,0.9956783056259155,32.857142857142854
112.cc,37.29319454801564,28.02631578947368,54.023940767892334,64.32304015011118,5738.0,88.0344808101654,0.9947555065155029,31.790123456790127
113.cc,54.01970033032619,58.5,63.38874266965326,68.55002192602902,752.0,94.74428296089172,0.9980551600456238,30.357142857142854
114.cc,33.06315348492755,32.674297606659735,54.702433162461496,66.01732586674213,3194.0,91.29030704498291,0.998130202293396,27.419354838709676
115.cc,34.82366561721282,38.05386620330148,66.08210782335851,76.62683455449091,4149.0,92.44826436042786,0.9973026514053345,41.75438596491228
116.cc,38.00032385333747,37.82747603833866,68.3117143008691,81.339272175158,5997.0,92.99572110176086,0.9986826181411743,32.592592592592595
117.cc,44.07649240697371,45.51831644583008,66.55420031103112,74.82332012371303,3727.0,92.97027587890625,0.9969679713249207,39.93399339933993
118.cc,29.735270071805537,29.71619365609349,57.699155103817304,68.08565705136603,7070.0,91.96192026138306,0.9980979561805725,32.16783216783217
119.cc,42.62793269490818,31.914893617021274,56.15645334854319,58.44117858823258,6205.0,91.21657013893127,0.9978839159011841,34.96503496503497
12.cc,48.487938922995745,47.27891156462585,66.86912979394718,77.50913589051987,1676.0,93.12918186187744,0.9976262450218201,51.21951219512195
120.cc,30.09469601346279,28.180262407301765,61.62506955036022,67.37691969868821,7476.0,92.91720986366272,0.9974956512451172,34.157303370786515
121.cc,,,,,,,,
122.cc,40.42762014345624,45.78884934756821,66.2137017108986,73.5823080920663,2032.0,93.46522688865662,0.9987301826477051,41.0377358490566
123.cc,42.977619995854134,39.03654485049834,69.13090037329452,79.83119749133908,3352.0,91.27593636512756,0.9975700378417969,37.94466403162055
124.cc,18.605893642425087,31.197301854974707,55.85839655163806,73.93311511697122,4884.0,93.76347064971924,0.997883677482605,32.59911894273127
125.cc,38.015946033230016,40.2088772845953,64.39098722706534,75.70930440216767,2208.0,93.10018420219421,0.9957431554794312,40.804597701149426
126.cc,33.19393601194661,40.56847545219638,59.3110502265143,72.13624385166885,2146.0,92.39780902862549,0.9977534413337708,35.84905660377358
127.cc,41.368167465697425,43.600867678958785,67.12561477860652,76.11066047552073,2379.0,93.33342909812927,0.998837947845459,41.82692307692308
128.cc,34.28616908875638,37.09519136408244,63.65147019879467,80.94478564392698,3454.0,93.00588965415955,0.9988728165626526,34.583333333333336
